id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm355413,The Informer,MOVIE,2019,R,109,"['thriller', 'drama', 'action', 'crime']","['GB', 'US']",,tt1833116,6.6,38943,18.095,6.516
tm498803,Spenser Confidential,MOVIE,2020,R,111,"['action', 'comedy', 'crime', 'drama', 'thriller']",['US'],,tt8629748,6.2,91246,25.552,6.536
ts219080,Caliphate,SHOW,2020,TV-MA,48,"['war', 'drama', 'crime', 'thriller']",['SE'],1,tt11398870,8.2,19637,7.624,7.3
tm947555,Sarah Cooper: Everything's Fine,MOVIE,2020,,49,['comedy'],['US'],,tt12882062,5.5,1782,4.819,5.4
tm845512,Horse Girl,MOVIE,2020,R,104,['drama'],['US'],,,,,9.965,5.6
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,,86,"['crime', 'documentation']",['US'],,tt10883004,6.7,7893,8.901,6.4
ts268799,Equinox,SHOW,2020,,46,"['scifi', 'drama']",['DK'],1,,,,13.447,7.414
ts218176,The Big Show Show,SHOW,2020,TV-PG,26,"['comedy', 'family']",['US'],1,tt10726356,6.3,2559,8.29,7.5
ts226617,The Innocence Files,SHOW,2020,TV-MA,64,"['documentation', 'crime', 'drama']",['US'],1,tt12000256,8,2622,2.075,7.2
tm833638,The Forest of Love,MOVIE,2019,,151,"['thriller', 'crime', 'drama', 'horror']",['JP'],,tt10987544,6.3,2695,12.937,6.5
tm439163,Brahms: The Boy II,MOVIE,2020,PG-13,86,"['horror', 'thriller', 'drama']","['CA', 'CN', 'US', 'AU']",,tt9173418,4.7,18593,26.712,5.993
tm894619,Feel the Beat,MOVIE,2020,G,109,"['comedy', 'drama', 'family']","['CA', 'US']",,tt10714856,6.3,12033,15.915,7.659
tm470378,ReMastered: Devil at the Crossroads,MOVIE,2019,,48,"['music', 'documentation']",['US'],,tt9046574,7,2905,6.374,6.9
ts221151,Living Undocumented,SHOW,2019,TV-MA,43,['documentation'],['US'],1,tt10977486,7,595,2.163,6.6
tm450462,Petta,MOVIE,2019,,172,"['drama', 'action']",['IN'],,tt8959820,7.3,9778,8.616,7.2
tm863890,Rising High,MOVIE,2020,,94,"['drama', 'comedy']",['DE'],,tt9806336,6,5285,14.302,6.7
tm464527,ReMastered: The Miami Showband Massacre,MOVIE,2019,,70,"['documentation', 'crime', 'music']",[],,tt9046568,6.9,1482,2.137,6.7
tm952590,What Lies Below,MOVIE,2020,,87,"['thriller', 'scifi', 'drama', 'horror']",['US'],,tt9264728,4.4,7814,33.48,5.3
tm838687,Holiday in the Wild,MOVIE,2019,,85,"['comedy', 'documentation', 'drama', 'romance']",['US'],,tt8510488,6.1,16172,9.068,6.5
tm819107,Aziz Ansari: Right Now,MOVIE,2019,,65,['comedy'],['US'],,tt10575038,7.5,5286,5.032,7.256
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020,TV-14,48,['documentation'],['US'],1,tt11497904,6.4,2820,14.678,6.9
tm458363,Juanita,MOVIE,2019,,90,['drama'],['US'],,tt6155456,6,2463,6.411,5.3
tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,,96,['documentation'],['US'],,tt11378264,7.3,3389,10.145,7.5
ts225379,The Good Detective,SHOW,2020,TV-MA,67,"['drama', 'thriller', 'crime']",['KR'],2,,,,9.09,8.8
ts224859,The Pharmacist,SHOW,2020,TV-MA,54,"['documentation', 'crime']",['US'],1,tt11600174,7.7,7742,2.686,7.8
ts254817,A Perfect Crime,SHOW,2020,,43,"['crime', 'documentation']",['DE'],1,tt12987856,7.3,1394,8.432,7.2
tm826875,Back to School,MOVIE,2019,,83,['comedy'],['FR'],,tt10715194,5.3,1318,7.688,5.412
ts236332,Absurd Planet,SHOW,2020,TV-PG,20,['documentation'],['US'],1,tt12027008,3.9,1571,8.937,5.6
tm417416,Five Feet Apart,MOVIE,2019,PG-13,116,"['drama', 'romance']",['US'],,tt6472976,7.2,71340,73.302,8.3
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,2019,,50,"['comedy', 'drama', 'history', 'romance']",['KR'],1,tt10406128,8.1,2415,21.618,8.2
ts251929,DeMarcus Family Rules,SHOW,2020,TV-14,28,['reality'],['US'],1,tt12759420,6.5,114,3.655,4.3
tm880059,All Day and a Night,MOVIE,2020,R,121,['drama'],['US'],,tt3993886,6,4001,9.505,6.2
tm457856,ReMastered: The Two Killings of Sam Cooke,MOVIE,2019,,74,"['documentation', 'music']",['US'],,tt9046564,7.2,2356,4.594,6.9
ts236501,Valeria,SHOW,2020,TV-MA,41,"['drama', 'comedy', 'romance']",['ES'],2,tt9731288,6.5,6140,38.943,7.5
ts225867,The English Game,SHOW,2020,TV-14,47,['drama'],['GB'],1,,,,14.976,7.6
tm418847,The Silence,MOVIE,2019,PG-13,90,"['horror', 'drama', 'thriller', 'scifi', 'european']",['DE'],,tt7315484,5.3,47111,22.654,6.024
ts268551,Run On,SHOW,2020,TV-MA,70,"['drama', 'romance']",['KR'],1,tt13271834,7.5,3970,16.163,7.8
ts85398,Our Planet,SHOW,2019,TV-G,50,['documentation'],['GB'],1,tt9253866,9.3,45070,16.086,8.538
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,"['comedy', 'drama', 'romance']",['US'],,tt9354842,6,41121,23.423,6.889
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,"['fantasy', 'family']",['US'],,tt7736496,6.4,19573,12.584,6.7
tm890674,Becoming,MOVIE,2020,PG,89,['documentation'],['US'],,tt12221748,7,6500,9.447,7.507
ts252318,Million Dollar Beach House,SHOW,2020,TV-MA,28,['reality'],['US'],1,tt12882136,4.2,859,3.275,4.8
tm918962,Fearless,MOVIE,2020,PG,89,"['animation', 'family', 'scifi', 'documentation', 'comedy']",['CA'],,tt8675288,4.9,1843,15.236,6.1
tm898262,Coven,MOVIE,2020,,92,"['drama', 'history', 'thriller', 'horror', 'action']","['AR', 'ES', 'FR']",,tt9916362,6.4,5217,8.211,6.7
ts89182,Green Door,SHOW,2019,,49,"['drama', 'comedy', 'horror', 'thriller']",['TW'],1,tt9817290,6.4,136,1.752,6.8
tm850723,Altered Carbon: Resleeved,MOVIE,2020,,75,"['animation', 'thriller', 'action', 'crime', 'drama', 'scifi']",['JP'],,tt9310328,6.5,6467,29.946,6.48
tm933826,Serious Men,MOVIE,2020,,115,"['drama', 'comedy']",['IN'],,tt10230414,6.8,7813,4.428,6.8
ts286390,MerlÃ­. Sapere Aude,SHOW,2019,TV-MA,45,"['drama', 'comedy']",['ES'],2,tt9415632,7.7,3010,22.686,8.316
tm912373,Jim Jefferies: Intolerant,MOVIE,2020,,66,['comedy'],['US'],,tt12588160,7.2,3124,5.912,7.16
ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,23,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",['US'],3,tt10482560,8.3,6278,18.595,8.4
tm821143,Ma Rainey's Black Bottom,MOVIE,2020,R,94,"['drama', 'music', 'documentation']",['US'],,tt10514222,6.9,55009,14.034,6.682
tm810423,"Colin Quinn: Red State, Blue State",MOVIE,2019,,65,['comedy'],['US'],,tt10403090,7.6,758,4.732,7.3
ts252015,GAME ON: A Comedy Crossover Event,SHOW,2020,TV-G,28,"['comedy', 'family']",['US'],2,tt12800428,5.6,244,3.702,6.9
tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,,64,['comedy'],['US'],,tt10050780,7.2,3839,5.053,7.1
tm925225,The Shadow,MOVIE,2019,,15,"['drama', 'horror']",[],,,,,1.219,
ts83657,The Order,SHOW,2019,,48,"['scifi', 'horror', 'drama', 'fantasy']",['US'],2,tt8295472,6.7,30346,24.793,7.818
tm917999,"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,,44,['comedy'],['US'],,tt12727142,5.5,716,3.651,6.2
ts225716,Family Business,SHOW,2019,TV-MA,46,"['comedy', 'family']",['FR'],3,tt10583386,7.4,4477,12.27,7.2
ts225460,Freud,SHOW,2020,TV-MA,53,"['drama', 'thriller', 'crime']","['DE', 'AT']",1,,,,10.131,7.313
tm554944,Love Wedding Repeat,MOVIE,2020,,100,"['comedy', 'romance']","['IT', 'GB']",,tt5096470,5.5,21134,15.18,5.662
tm483602,Malang,MOVIE,2020,,135,"['drama', 'action', 'crime', 'romance', 'thriller']",['IN'],,tt9877170,6.5,11103,6.583,7.194
ts84663,The Politician,SHOW,2019,TV-14,43,"['comedy', 'drama']",['US'],2,tt11725074,7.5,23346,19.824,7.313
tm847629,Dolly Parton: Here I Am,MOVIE,2019,,90,"['documentation', 'music']",['GB'],,tt11497544,7.3,1612,4.842,7.5
tm986700,All My Friends Are Dead,MOVIE,2020,,95,"['thriller', 'comedy', 'drama', 'crime']",['PL'],,tt13723064,5.8,6829,8.201,5.8
ts86365,Rilakkuma and Kaoru,SHOW,2019,TV-PG,12,"['animation', 'comedy', 'drama', 'family']",['JP'],1,tt9348716,8.3,1764,7.721,7.443
tm840438,Mike Birbiglia: The New One,MOVIE,2019,,85,['comedy'],['US'],,tt11163014,7.7,1926,3.355,7.2
tm853783,David Attenborough: A Life on Our Planet,MOVIE,2020,PG,83,['documentation'],['GB'],,tt11989890,8.9,32824,11.236,8.5
tm448792,In the Shadow of the Moon,MOVIE,2019,R,115,"['thriller', 'action', 'crime', 'scifi']","['CA', 'US']",,tt8110640,6.2,55322,16.69,6.151
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,2019,PG-13,58,['comedy'],['US'],,tt10376844,5.9,980,3.078,6.5
ts269740,How to Ruin Christmas,SHOW,2020,TV-MA,50,"['drama', 'comedy']",['ZA'],3,tt13492362,6.4,616,7.399,9.143
tm446176,American Factory,MOVIE,2019,,115,['documentation'],['US'],,tt9351980,7.4,22635,12.112,7.2
ts254045,Sneakerheads,SHOW,2020,,24,['comedy'],['US'],1,,,,8.587,7.5
tm981451,Death to 2020,MOVIE,2020,,70,['comedy'],"['GB', 'US']",,tt13567480,6.8,39228,14.345,6.534
ts90937,Stateless,SHOW,2020,TV-14,53,['drama'],['AU'],1,tt4878488,7.5,9957,8.763,6.7
tm893480,Project Power,MOVIE,2020,R,113,"['action', 'scifi', 'thriller', 'crime']",['US'],,tt7550000,6,91485,21.319,6.507
tm879609,Brave Blue World,MOVIE,2020,,50,['documentation'],"['GB', 'CA']",,tt11921004,6.7,847,6.985,6.3
tm475783,Jo Koy: Cominâ€™ In Hot,MOVIE,2019,,60,['comedy'],['US'],,tt10377036,7.4,1253,3.598,6.8
ts106126,The Bonfire of Destiny,SHOW,2019,TV-MA,50,"['drama', 'history']",['FR'],1,tt9050352,7.6,5382,12.999,7.426
ts236769,"Coronavirus, Explained",SHOW,2020,TV-PG,23,['documentation'],['US'],1,tt12189310,7.6,2341,9.279,7.2
tm461907,Rakkhosh,MOVIE,2019,,113,['horror'],['IN'],,tt6018556,4.8,192,2.421,6.1
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020,R,106,"['documentation', 'history']",['US'],,tt8923484,7.7,7790,11.319,7.2
tm910612,The Claus Family,MOVIE,2020,,96,"['fantasy', 'comedy', 'family']",['BE'],,tt12459520,5.5,2591,10.804,5.825
tm452900,ReMastered: Massacre at the Stadium,MOVIE,2019,,64,"['documentation', 'drama']",['CL'],,tt9587636,7.3,818,2.684,7.4
ts218888,BNA,SHOW,2020,TV-14,24,"['action', 'animation', 'scifi', 'comedy', 'fantasy']",['JP'],1,tt12015066,7.2,2940,19.046,8.4
tm822246,The Forty-Year-Old Version,MOVIE,2020,R,123,"['drama', 'comedy']",['US'],,tt10642834,7.2,5243,11.568,6.9
tm818502,"Live Twice, Love Once",MOVIE,2019,,101,"['comedy', 'drama', 'european']",['ES'],,tt9063902,7.2,6860,11.018,7.479
tm816992,Double World,MOVIE,2020,PG-13,110,"['fantasy', 'action']","['CN', 'HK']",,tt10508838,6.2,4429,10.177,6.668
ts89048,My First First Love,SHOW,2019,TV-PG,48,['drama'],['KR'],2,tt8995604,7.5,2535,21.832,8.3
tm840761,The Princess Switch: Switched Again,MOVIE,2020,G,97,"['family', 'romance', 'comedy']","['US', 'GB']",,,,,20.384,6.91
tm845370,After the Raid,MOVIE,2019,,25,['documentation'],"['US', 'MX']",,,,,2.608,5.5
ts218890,Drifting Dragons,SHOW,2020,TV-14,24,"['action', 'scifi', 'animation', 'fantasy']",['JP'],1,tt11418344,6.1,648,10.298,7.7
tm886087,Skemerson,MOVIE,2019,,87,['drama'],['ZA'],,tt8918864,6.7,45,1.003,7
tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,2019,,60,['comedy'],['US'],,tt9861504,7.6,2075,4.997,7.5
tm844497,The Irishman: In Conversation,MOVIE,2019,,23,['documentation'],['US'],,,,,8.21,7.5
tm442199,Shanghai Fortress,MOVIE,2019,,107,"['scifi', 'war', 'action']",['CN'],,tt6628322,4.4,2538,17.547,5.578
tm810642,Manmadhudu 2,MOVIE,2019,,155,"['romance', 'comedy', 'drama']",['IN'],,tt10076106,4.8,764,2.149,6
ts254293,The American Barbecue Showdown,SHOW,2020,TV-G,44,['reality'],['US'],1,tt12938472,7.1,1295,6.68,5.9
tm452867,Jo Pil-ho: The Dawning Rage,MOVIE,2019,,127,"['drama', 'thriller', 'crime', 'action']",['KR'],,tt10515898,6.3,2381,12.394,6.068
tm452929,The Little Switzerland,MOVIE,2019,PG-13,86,"['comedy', 'european']",['ES'],,tt9100028,4.8,1328,5.156,4.7
tm458893,"Oh, Ramona!",MOVIE,2019,R,109,"['romance', 'comedy', 'european']",['RO'],,tt7200946,4.8,9198,15.905,5.8
tm938227,Dolly Parton's Christmas on the Square,MOVIE,2020,PG,98,"['comedy', 'music', 'family']",['US'],,tt10627548,5.2,2882,7.749,5.925
ts222802,Once Upon a Time in Lingjian Mountain,SHOW,2019,TV-14,44,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],2,tt11261994,7.2,331,5.746,6.2
tm938466,Kitty Love: An Homage to Cats,MOVIE,2020,,60,"['documentation', 'european']",['NL'],,tt12661060,5.1,559,3.727,4.8
tm824477,Over the Moon,MOVIE,2020,PG,95,"['scifi', 'romance', 'animation', 'comedy', 'family', 'fantasy']","['CN', 'US']",,tt7488208,6.3,23257,24.207,7.3
ts251512,Immigration Nation,SHOW,2020,TV-MA,63,['documentation'],['US'],1,tt12754910,7.6,1171,5.655,6.913
ts219561,"The Mind, Explained",SHOW,2019,TV-14,22,['documentation'],['US'],2,tt10810430,8,5651,11.101,7.6
ts104840,Skylines,SHOW,2019,TV-MA,57,"['music', 'crime', 'drama', 'documentation', 'reality']",['DE'],1,tt10312396,7.5,2794,5.372,7.1
ts90621,Kota Factory,SHOW,2019,TV-MA,41,"['comedy', 'drama']",['IN'],2,tt9432978,9,73794,9.148,8.1
ts87680,Playing with Fire,SHOW,2019,TV-14,58,['drama'],"['MX', 'US']",1,tt9587732,5.9,1061,15.006,6.056
tm452574,"Ray Romano: Right Here, Around the Corner",MOVIE,2019,,58,"['comedy', 'documentation']",['US'],,tt8101766,7.2,1770,3.626,6.8
ts89881,Mr. Iglesias,SHOW,2019,TV-14,29,['comedy'],['US'],3,tt8403536,7.1,7365,13.075,7.7
tm452578,Miranda Sings Live... Your Welcome,MOVIE,2019,,61,['comedy'],['US'],,tt9557190,5.6,437,5.933,5.6
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,,121,"['drama', 'comedy', 'crime', 'romance']",['IN'],,tt8108164,5.6,4529,4.433,5.8
ts88485,Green Eggs and Ham,SHOW,2019,TV-Y7,27,"['animation', 'action', 'family', 'comedy', 'drama', 'romance', 'fantasy']",['US'],2,tt4651448,8.2,2844,14.036,8.2
ts91125,Chief of Staff,SHOW,2019,,66,['war'],['KR'],2,,,,6.508,8.1
ts222367,We Are the Wave,SHOW,2019,,49,['drama'],['DE'],1,tt11065958,6.2,2859,6.328,5.6
tm947446,Finding Agnes,MOVIE,2020,,105,['drama'],['PH'],,tt13328840,5,164,2.346,4.3
tm849003,The Old Guard,MOVIE,2020,R,125,"['action', 'fantasy', 'thriller']",['US'],,tt7556122,6.6,169980,19.377,7.181
ts88146,Larry Charles' Dangerous World of Comedy,SHOW,2019,TV-MA,59,"['documentation', 'comedy']",['US'],1,tt9654082,7.3,600,3.789,6
tm428557,The Laundromat,MOVIE,2019,R,96,"['drama', 'comedy', 'crime', 'history']",['US'],,tt5865326,6.3,49391,13.702,6.019
tm444564,Tattoo of Revenge,MOVIE,2020,R,150,"['thriller', 'comedy', 'romance']",['MX'],,tt8276106,5,122,2.861,5
ts223895,"Hi Bye, Mama!",SHOW,2020,,57,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],2,tt11804034,7.9,1835,38.838,8.138
tm443615,Rebecca,MOVIE,2020,PG-13,123,"['thriller', 'drama', 'romance']",['GB'],,tt2235695,6,43553,11.858,6.304
tm885860,Hannah Gadsby: Douglas,MOVIE,2020,,72,['comedy'],['AU'],,,,,4.894,7.281
tm426983,Joy,MOVIE,2019,,99,"['drama', 'european']",['AT'],,tt8917752,6.6,1365,4.363,6
ts188991,Someone Has to Die,SHOW,2020,TV-MA,50,"['crime', 'drama', 'thriller']","['MX', 'ES']",1,tt10311932,6.3,5196,12.545,7.2
ts87364,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,"['documentation', 'crime', 'history']",['US'],1,tt9425132,7.8,27439,15.998,7.542
tm678022,The Prom,MOVIE,2020,PG-13,130,"['comedy', 'drama', 'music', 'romance']",['US'],,tt10201386,5.9,26197,1.596,6.196
tm919869,And Tomorrow the Entire World,MOVIE,2020,,111,"['crime', 'romance', 'drama']","['FR', 'DE']",,tt7716120,6,3394,5.844,5.9
ts284800,Criminal: UK,SHOW,2019,TV-MA,44,"['drama', 'crime', 'thriller']",['GB'],2,tt9348692,7.6,19511,18.231,7.291
tm420181,Spelling the Dream,MOVIE,2020,,82,['documentation'],['US'],,tt6193522,6.9,766,3.922,7
tm826368,American Son,MOVIE,2019,,90,['drama'],['US'],,tt9664078,5.9,7266,8.107,6.1
ts251119,Hook,SHOW,2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],1,tt12659696,6.5,25,3.697,5.2
tm475162,American Woman,MOVIE,2019,R,85,['drama'],"['US', 'CA']",,,,,2.678,5.3
tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,R,108,"['crime', 'drama', 'thriller']",['US'],,tt2481498,6.7,96777,18.954,7.017
tm470597,A Kid from Coney Island,MOVIE,2020,,89,"['documentation', 'sport']","['US', 'CN']",,tt9567112,7,594,3.342,6.8
ts269690,Schulz Saves America,SHOW,2020,TV-MA,17,['comedy'],['US'],1,tt13607518,7.4,1167,2.121,6.778
ts113748,Twelve Forever,SHOW,2019,TV-PG,14,"['comedy', 'family', 'fantasy', 'animation', 'action']",['US'],1,tt8009622,6.8,734,4.436,6.6
ts213071,Sleepless Society: Nyctophobia,SHOW,2019,TV-MA,48,"['thriller', 'drama']",['TH'],1,tt10805822,6,53,4.154,9.3
tm857921,The Present,MOVIE,2020,PG-13,24,['drama'],"['QA', 'GB', 'PS']",,tt11474480,,,3.138,7.034
ts93611,October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1,tt8826128,6.2,11611,10.852,6.78
tm464212,Antoine Griezmann: The Making of a Legend,MOVIE,2019,,60,"['documentation', 'sport']",['FR'],,tt9817308,6.5,1259,7.193,7.1
tm1028083,Red Snow,MOVIE,2020,,100,['drama'],['CA'],,tt6670074,4.7,175,2.621,5.3
ts257301,Big Timber,SHOW,2020,,54,['reality'],['CA'],3,tt13322572,6.9,921,5.454,7
ts262778,Santiago of the Seas,SHOW,2020,TV-Y,21,"['action', 'family', 'fantasy', 'animation']",['US'],2,tt12844622,6.8,153,5.364,7.3
tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,2019,,58,['comedy'],['GB'],,tt11108064,5.9,445,1.891,6
ts216513,The Healing Powers of Dude,SHOW,2020,TV-G,25,"['comedy', 'drama', 'family', 'fantasy', 'action']",['US'],1,tt10540562,6.6,997,8.778,7.2
ts89075,Her Private Life,SHOW,2019,TV-14,75,"['drama', 'comedy', 'romance']",['KR'],2,tt9899340,7.7,4836,14.817,7.713
ts243256,Social Distance,SHOW,2020,TV-MA,20,"['comedy', 'drama']",['US'],1,tt12313074,5.9,688,10.553,6.7
ts221653,God Troubles Me,SHOW,2019,TV-PG,14,"['scifi', 'comedy', 'animation']",['CN'],3,tt15393416,8,44,9.886,6.833
tm918894,Anelka: Misunderstood,MOVIE,2020,,94,"['documentation', 'sport']",['FR'],,tt12724622,6.4,3324,9.447,6.5
tm447439,System Crasher,MOVIE,2019,,119,"['drama', 'european']",['DE'],,tt8535968,7.8,13602,8.304,7.675
tm462277,Romeo Akbar Walter,MOVIE,2019,,140,"['thriller', 'action', 'drama']",['IN'],,tt8550208,6.6,6018,4.406,6.424
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",['US'],1,tt8771910,7.3,12523,9.109,7.446
tm499985,Light in the Dark,MOVIE,2020,,105,"['thriller', 'drama']",['NG'],,tt8530796,5.8,42,1.749,3
tm811971,Oprah Winfrey Presents: When They See Us Now,MOVIE,2019,,61,['documentation'],['US'],,tt10484298,7.8,2391,6.856,8.088
ts79695,Sintonia,SHOW,2019,TV-MA,44,"['drama', 'crime', 'music']",['BR'],3,tt8165086,6.7,1282,13.423,8.2
tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,"['thriller', 'documentation', 'crime']",['US'],,tt12987894,7.2,29724,9.707,7.3
tm285317,IO,MOVIE,2019,PG-13,96,"['scifi', 'drama', 'romance']",['US'],,tt3256226,4.8,35102,16.737,4.882
ts83107,V Wars,SHOW,2019,TV-MA,42,"['drama', 'scifi', 'horror']",['US'],1,tt7403736,6,14357,16,7.607
ts82851,Messiah,SHOW,2020,TV-MA,45,"['drama', 'thriller']",['US'],1,tt7671598,7.6,44294,15.352,7.333
ts223308,Astronomy Club: The Sketch Show,SHOW,2019,TV-MA,20,['comedy'],['US'],1,tt10675488,7,634,2.724,7
ts105047,To the Lake,SHOW,2019,TV-MA,51,"['drama', 'scifi', 'thriller']",['RU'],2,tt10217640,7.2,13752,36.473,7.518
tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,,65,['comedy'],['US'],,tt9482786,7.1,1452,3.371,6.4
ts216493,The Naked Director,SHOW,2019,TV-MA,50,"['drama', 'comedy']",['JP'],2,tt10477528,7.7,6475,39.501,7.475
ts237773,Curon,SHOW,2020,TV-MA,47,"['drama', 'thriller', 'scifi']",['IT'],1,,,,15.117,6.953
ts218986,Flower Crew: Joseon Marriage Agency,SHOW,2019,TV-14,67,['drama'],['KR'],1,,,,11.091,6.9
tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,PG,85,['comedy'],"['CA', 'US']",,tt10326928,5.3,,16.624,6.4
ts218803,Diagnosis,SHOW,2019,TV-G,27,"['documentation', 'reality']",['US'],2,tt8997426,7.5,12,2.965,7.9
ts222455,The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1,tt11165002,7.5,14087,6.581,7.257
tm474263,Still Laugh-In: The Stars Celebrate,MOVIE,2019,,60,"['comedy', 'music']",[],,tt9880234,5.2,628,2.104,5.3
ts101408,The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['ES'],1,tt9731242,6.8,9725,15.656,6.945
ts87599,Somewhere Only We Know,SHOW,2019,TV-MA,58,"['drama', 'romance']",['CN'],1,tt10472296,7.2,189,6.095,6.8
ts91039,The Chef Show,SHOW,2019,TV-MA,31,['documentation'],['US'],2,tt10359446,8.2,5327,10.574,7.8
tm474061,Malibu Rescue,MOVIE,2019,,69,"['comedy', 'action', 'family']",['US'],,tt9228950,5,1380,9.241,6.3
ts251587,MIU 404,SHOW,2020,TV-MA,47,"['drama', 'crime']",['JP'],1,tt13068006,7.1,485,7.493,8
tm451852,The 3rd Eye 2,MOVIE,2019,,115,"['thriller', 'drama', 'fantasy', 'horror']",['ID'],,tt8890582,5.4,646,6.902,5.7
tm814894,ParchÃ­s: the Documentary,MOVIE,2019,PG-13,106,"['documentation', 'music']",['ES'],,tt10511826,6.8,567,3.321,6.7
ts222838,I'm with the Band: Nasty Cherry,SHOW,2019,TV-MA,33,['reality'],['US'],1,,,,5.735,6.962
tm945168,Secrets of the Saqqara Tomb,MOVIE,2020,,113,"['documentation', 'history']","['EG', 'US']",,tt13150630,7.2,6696,12.277,7.4
tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,PG,63,['comedy'],['US'],,tt6373518,5.6,1403,4.934,5.423
tm419425,The Poison Rose,MOVIE,2019,R,108,"['thriller', 'drama', 'crime', 'european']",['US'],,tt5862166,4.7,10205,15.838,4.585
ts90648,I Have A Script,SHOW,2019,TV-14,45,['drama'],['KW'],1,,,,1.27,10
tm837756,I'm No Longer Here,MOVIE,2020,,112,['drama'],"['MX', 'US']",,tt4323594,7.3,8559,14.606,7.8
tm844208,What the F* Is Going On?,MOVIE,2019,,86,['documentation'],['ES'],,tt11412566,7.5,181,2.445,6.2
tm471967,Lost Girls,MOVIE,2020,R,95,"['thriller', 'history', 'drama', 'crime']",['US'],,tt3111426,6.1,22832,12.61,6.1
tm834230,The Silence of the Marsh,MOVIE,2019,,92,"['thriller', 'european']",['ES'],,,,,10.365,5.3
tm836638,The Man Without Gravity,MOVIE,2019,,107,"['comedy', 'fantasy', 'drama']","['IT', 'BE', 'FR']",,tt9646240,5.8,2637,10.286,7.2
tm839761,"Kalel, 15",MOVIE,2019,,104,['drama'],['PH'],,tt11530234,7.3,318,2.402,8.2
tm888080,The Last Days of American Crime,MOVIE,2020,,149,"['action', 'crime', 'thriller', 'scifi', 'drama']",['US'],,tt1552211,3.8,11883,10.801,6.6
tm897771,Picture a Scientist,MOVIE,2020,PG-13,97,['documentation'],['US'],,,,,4.442,7
tm461726,Ghosts of Sugar Land,MOVIE,2019,,21,['documentation'],['US'],,,,,2.972,5.7
ts217045,Levius,SHOW,2019,,25,"['animation', 'action', 'scifi']",['JP'],1,tt10619444,7,589,12.999,7.8
ts215166,Scams,SHOW,2019,,24,"['action', 'crime', 'drama']",['JP'],1,tt10448486,6.4,409,4.355,6.8
ts90645,Drug Squad: Costa del Sol,SHOW,2019,TV-MA,64,"['action', 'drama', 'romance', 'thriller']",['ES'],1,tt8476166,6.8,626,4.096,7
tm857399,Marc Maron: End Times Fun,MOVIE,2020,,71,"['comedy', 'documentation']",['US'],,tt11810418,6.8,2041,3.461,7
tm840224,Seth Meyers: Lobby Baby,MOVIE,2019,,61,['comedy'],['US'],,tt11168100,7.5,2717,5.593,7.044
tm886214,Mrs. Serial Killer,MOVIE,2020,,106,"['thriller', 'crime', 'drama']",['IN'],,tt10230426,4.1,18870,5.508,6.4
tm810836,Oh! Baby,MOVIE,2019,,161,"['fantasy', 'drama']",['IN'],,,,,7.812,6.7
tm471922,An Easy Girl,MOVIE,2019,,92,"['drama', 'comedy', 'european']",['FR'],,tt9632590,5.6,5593,14.905,5.5
tm917846,The Letter Reader,MOVIE,2019,,30,['drama'],['ZA'],,tt11273976,,,1.586,6.8
tm468724,All in My Family,MOVIE,2019,,39,['documentation'],"['CN', 'US']",,,,,3.86,6.2
ts225410,Unstoppable,SHOW,2020,TV-MA,38,"['drama', 'documentation']",['MX'],1,tt11996042,,,8.238,8.5
tm472961,After Maria,MOVIE,2019,,36,['documentation'],['US'],,,,,2.172,5.3
